club,asset,wikimedia_file,direct_url,license,wikipedia_page
rayo-vallecano,kit-third,File:Kit body rayo2627t.png,https://upload.wikimedia.org/wikipedia/commons/8/8d/Kit_body_rayo2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Rayo Vallecano
rb-leipzig,crest,File:RB Leipzig 2014 logo.svg,https://upload.wikimedia.org/wikipedia/en/0/04/RB_Leipzig_2014_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),RB Leipzig
rb-leipzig,kit-away,File:Kit body rbl2627a.png,https://upload.wikimedia.org/wikipedia/commons/4/4a/Kit_body_rbl2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RB Leipzig
rb-leipzig,kit-home,File:Kit body rbl2627hh.png,https://upload.wikimedia.org/wikipedia/commons/3/30/Kit_body_rbl2627hh.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RB Leipzig
rc-lens,crest,File:RC Lens logo.svg,https://upload.wikimedia.org/wikipedia/en/c/cc/RC_Lens_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),RC Lens
rc-lens,kit-away,File:Kit body lens2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/b2/Kit_body_lens2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Lens
rc-lens,kit-home,File:Kit body lens2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/1d/Kit_body_lens2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Lens
rc-lens,kit-third,File:Kit body lens2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/52/Kit_body_lens2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Lens
rc-strasbourg,crest,File:Racing Club de Strasbourg logo.svg,https://upload.wikimedia.org/wikipedia/en/8/80/Racing_Club_de_Strasbourg_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),RC Strasbourg Alsace
rc-strasbourg,kit-away,File:Kit body strasbourg2627a.png,https://upload.wikimedia.org/wikipedia/commons/7/73/Kit_body_strasbourg2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Strasbourg Alsace
rc-strasbourg,kit-home,File:Kit body strasbourg2627h.png,https://upload.wikimedia.org/wikipedia/commons/4/4e/Kit_body_strasbourg2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Strasbourg Alsace
rc-strasbourg,kit-third,File:Kit body strasbourg2627t.png,https://upload.wikimedia.org/wikipedia/commons/b/bb/Kit_body_strasbourg2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,RC Strasbourg Alsace
real-betis,crest,File:Real Betis 2022 logo.svg,https://upload.wikimedia.org/wikipedia/en/2/2f/Real_Betis_2022_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Real Betis
real-betis,kit-away,File:Kit body betis2627a.png,https://upload.wikimedia.org/wikipedia/commons/4/44/Kit_body_betis2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Betis
real-betis,kit-home,File:Kit body betis2627h.png,https://upload.wikimedia.org/wikipedia/commons/3/36/Kit_body_betis2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Betis
real-betis,kit-third,File:Kit body betis2627t.png,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kit_body_betis2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Betis
real-madrid,crest,File:Real Madrid CF.svg,https://upload.wikimedia.org/wikipedia/en/5/56/Real_Madrid_CF.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Real Madrid CF
real-madrid,kit-away,File:Kit body realmadrid2627a.png,https://upload.wikimedia.org/wikipedia/commons/0/06/Kit_body_realmadrid2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Madrid CF
real-madrid,kit-home,File:Kit body realmadrid2627h.png,https://upload.wikimedia.org/wikipedia/commons/3/34/Kit_body_realmadrid2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Madrid CF
real-madrid,kit-third,File:Kit body realmadrid2627t.png,https://upload.wikimedia.org/wikipedia/commons/d/d3/Kit_body_realmadrid2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Madrid CF
real-salt-lake,crest,File:Real Salt Lake 2010.svg,https://upload.wikimedia.org/wikipedia/en/5/54/Real_Salt_Lake_2010.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Real Salt Lake
real-salt-lake,kit-home,File:Kit body DCU 08h.png,https://upload.wikimedia.org/wikipedia/commons/3/3e/Kit_body_DCU_08h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Real Salt Lake
real-sociedad,crest,File:Real Sociedad logo.svg,https://upload.wikimedia.org/wikipedia/en/f/f1/Real_Sociedad_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Real Sociedad
real-sociedad,kit-away,File:Kit body realsociedad2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/be/Kit_body_realsociedad2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Sociedad
real-sociedad,kit-home,File:Kit body realsociedad2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/16/Kit_body_realsociedad2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Sociedad
real-sociedad,kit-third,File:Kit body realsociedad2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/60/Kit_body_realsociedad2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Real Sociedad
red-bull-bora-hansgrohe,crest,File:Bora-hansgrohe.svg,https://upload.wikimedia.org/wikipedia/en/5/50/Bora-hansgrohe.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Red Bull–Bora–Hansgrohe
red-bull-racing,crest,File:Red Bull Racing Logo 2026.svg,https://upload.wikimedia.org/wikipedia/en/f/fa/Red_Bull_Racing_Logo_2026.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Red Bull Racing
sabah,crest,File:Sabah FC (Azerbaijan).png,https://upload.wikimedia.org/wikipedia/en/a/a9/Sabah_FC_%28Azerbaijan%29.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Sabah FK (Azerbaijan)
sabah,kit-home,File:Kit body niketrophy6pggg.png,https://upload.wikimedia.org/wikipedia/commons/3/33/Kit_body_niketrophy6pggg.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sabah FK (Azerbaijan)
sacramento-kings,crest,File:SacramentoKings.svg,https://upload.wikimedia.org/wikipedia/en/c/c7/SacramentoKings.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Sacramento Kings
sacramento-kings,kit-home,File:Kit body sacramentokings association2324.png,https://upload.wikimedia.org/wikipedia/commons/c/c6/Kit_body_sacramentokings_association2324.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY,Sacramento Kings
san-antonio-spurs,crest,File:San Antonio Spurs.svg,https://upload.wikimedia.org/wikipedia/en/a/a2/San_Antonio_Spurs.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),San Antonio Spurs
san-antonio-spurs,kit-home,File:Kit body sanantoniospurs association.png,https://upload.wikimedia.org/wikipedia/commons/7/7b/Kit_body_sanantoniospurs_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,San Antonio Spurs
san-diego-fc,crest,File:San Diego FC logo.svg,https://upload.wikimedia.org/wikipedia/en/6/6f/San_Diego_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),San Diego FC
san-diego-fc,kit-away,File:Kit body sandiego26aA.png,https://upload.wikimedia.org/wikipedia/commons/7/7e/Kit_body_sandiego26aA.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,San Diego FC
san-diego-fc,kit-home,File:Kit body sandiego25h.png,https://upload.wikimedia.org/wikipedia/commons/2/2f/Kit_body_sandiego25h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,San Diego FC
san-diego-padres,crest,File:SD Logo Brown.svg,https://upload.wikimedia.org/wikipedia/commons/e/e2/SD_Logo_Brown.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,San Diego Padres
san-francisco-49ers,crest,File:San Francisco 49ers logo.svg,https://upload.wikimedia.org/wikipedia/commons/3/3a/San_Francisco_49ers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,San Francisco 49ers
san-francisco-giants,crest,File:San Francisco Giants Logo.svg,https://upload.wikimedia.org/wikipedia/en/5/58/San_Francisco_Giants_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),San Francisco Giants
san-jose-earthquakes,crest,File:San Jose Earthquakes 2014.svg,https://upload.wikimedia.org/wikipedia/en/9/98/San_Jose_Earthquakes_2014.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),San Jose Earthquakes
san-jose-earthquakes,kit-home,File:Kit body 2blueshoulderstripes.png,https://upload.wikimedia.org/wikipedia/commons/5/57/Kit_body_2blueshoulderstripes.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,San Jose Earthquakes
sassuolo,crest,File:US Sassuolo Calcio logo.svg,https://upload.wikimedia.org/wikipedia/en/1/1c/US_Sassuolo_Calcio_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),US Sassuolo Calcio
sassuolo,kit-away,File:Kit body sassuolo2627a.png,https://upload.wikimedia.org/wikipedia/commons/7/77/Kit_body_sassuolo2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Sassuolo Calcio
sassuolo,kit-home,File:Kit body sassuolo2627h.png,https://upload.wikimedia.org/wikipedia/commons/b/bb/Kit_body_sassuolo2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Sassuolo Calcio
sassuolo,kit-third,File:Kit body sassuolo2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/53/Kit_body_sassuolo2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,US Sassuolo Calcio
saudi-arabia,crest,File:Saudi Arabian Football Federation Logo.svg,https://upload.wikimedia.org/wikipedia/en/5/5f/Saudi_Arabian_Football_Federation_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Saudi Arabia
sc-freiburg,crest,File:SC Freiburg logo.svg,https://upload.wikimedia.org/wikipedia/en/6/6d/SC_Freiburg_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),SC Freiburg
sc-freiburg,kit-away,File:Kit body freiburg2627a.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/Kit_body_freiburg2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Freiburg
sc-freiburg,kit-home,File:Kit body freiburg2627h.png,https://upload.wikimedia.org/wikipedia/commons/a/ac/Kit_body_freiburg2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Freiburg
sc-freiburg,kit-third,File:Kit body freiburg2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/65/Kit_body_freiburg2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Freiburg
sc-paderborn-07,crest,File:SC Paderborn 07 Logo new.svg,https://upload.wikimedia.org/wikipedia/commons/6/67/SC_Paderborn_07_Logo_new.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,SC Paderborn 07
sc-paderborn-07,kit-away,File:Kit body paderborn2627a.png,https://upload.wikimedia.org/wikipedia/commons/1/13/Kit_body_paderborn2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Paderborn 07
sc-paderborn-07,kit-home,File:Kit body paderborn2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/6b/Kit_body_paderborn2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Paderborn 07
sc-paderborn-07,kit-third,File:Kit body paderborn2627t.png,https://upload.wikimedia.org/wikipedia/commons/7/76/Kit_body_paderborn2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SC Paderborn 07
schalke-04,crest,File:FC Schalke 04 Logo.svg,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,FC Schalke 04
schalke-04,kit-away,File:Kit body schalke2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kit_body_schalke2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Schalke 04
schalke-04,kit-home,File:Kit body schalke2627h.png,https://upload.wikimedia.org/wikipedia/commons/d/d8/Kit_body_schalke2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Schalke 04
schalke-04,kit-third,File:Kit body schalke2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/5f/Kit_body_schalke2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Schalke 04
scotland,crest,File:Scotland's Rural College logo.png,https://upload.wikimedia.org/wikipedia/en/7/75/Scotland%27s_Rural_College_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Scotland
seattle-mariners,crest,File:Seattle Mariners logo (low res).svg,https://upload.wikimedia.org/wikipedia/en/6/6d/Seattle_Mariners_logo_%28low_res%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Seattle Mariners
seattle-seahawks,crest,File:Seattle Seahawks logo.svg,https://upload.wikimedia.org/wikipedia/en/8/8e/Seattle_Seahawks_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Seattle Seahawks
seattle-sounders,crest,File:Seattle Sounders logo.svg,https://upload.wikimedia.org/wikipedia/en/8/84/Seattle_Sounders_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Seattle Sounders FC
seattle-sounders,kit-away,File:Kit body sounders25a.png,https://upload.wikimedia.org/wikipedia/commons/a/a2/Kit_body_sounders25a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Seattle Sounders FC
seattle-sounders,kit-home,File:Kit body seattle26h.png,https://upload.wikimedia.org/wikipedia/commons/3/3a/Kit_body_seattle26h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Seattle Sounders FC
seattle-sounders,kit-third,File:Kit body sounders25t.png,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kit_body_sounders25t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Seattle Sounders FC
senegal,crest,File:Senegalese Football Federation logo.svg,https://upload.wikimedia.org/wikipedia/en/1/16/Senegalese_Football_Federation_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Senegal
sevilla,crest,File:Sevilla FC logo.svg,https://upload.wikimedia.org/wikipedia/en/3/3b/Sevilla_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Sevilla FC
sevilla,kit-away,File:Kit body sevilla2627a.png,https://upload.wikimedia.org/wikipedia/commons/f/f1/Kit_body_sevilla2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sevilla FC
sevilla,kit-home,File:Kit body sevilla2627h.png,https://upload.wikimedia.org/wikipedia/commons/1/18/Kit_body_sevilla2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sevilla FC
sevilla,kit-third,File:Kit body sevilla2627t.png,https://upload.wikimedia.org/wikipedia/commons/0/09/Kit_body_sevilla2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sevilla FC
shakhtar-donetsk,crest,File:UNITED24 logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/42/UNITED24_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,FC Shakhtar Donetsk
shakhtar-donetsk,kit-away,File:Kit body shakhtar2627a.png,https://upload.wikimedia.org/wikipedia/commons/0/0f/Kit_body_shakhtar2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Shakhtar Donetsk
shakhtar-donetsk,kit-home,File:Kit body shakhtar2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/63/Kit_body_shakhtar2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Shakhtar Donetsk
shakhtar-donetsk,kit-third,File:Kit body shakhtar2627t.png,https://upload.wikimedia.org/wikipedia/commons/9/9b/Kit_body_shakhtar2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Shakhtar Donetsk
slavia-praha,crest,File:SK Slavia Praha full logo.svg,https://upload.wikimedia.org/wikipedia/commons/2/2b/SK_Slavia_Praha_full_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,SK Slavia Prague
slavia-praha,kit-away,File:Kit body slaviapraha2627a.png,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kit_body_slaviapraha2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SK Slavia Prague
slavia-praha,kit-home,File:Kit body slaviapraha2627h.png,https://upload.wikimedia.org/wikipedia/commons/c/c1/Kit_body_slaviapraha2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SK Slavia Prague
slavia-praha,kit-third,File:Kit body slaviapraha2627t.png,https://upload.wikimedia.org/wikipedia/commons/a/aa/Kit_body_slaviapraha2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SK Slavia Prague
slovan-bratislava,crest,File:SK Slovan Bratislava logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/01/SK_Slovan_Bratislava_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,ŠK Slovan Bratislava
slovan-bratislava,kit-away,File:Kit body slovan2526a.png,https://upload.wikimedia.org/wikipedia/commons/b/b6/Kit_body_slovan2526a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,ŠK Slovan Bratislava
slovan-bratislava,kit-home,File:Kit body slovan2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/00/Kit_body_slovan2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,ŠK Slovan Bratislava
soudal-quick-step,crest,File:Soudal Quick-Step logo.png,https://upload.wikimedia.org/wikipedia/en/e/e8/Soudal_Quick-Step_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Soudal Quick-Step
south-africa,crest,File:University of South Africa logo.svg,https://upload.wikimedia.org/wikipedia/en/5/5e/University_of_South_Africa_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),South Africa
south-korea,crest,"File:Far East University, South Korea (logo).png",https://upload.wikimedia.org/wikipedia/en/3/32/Far_East_University%2C_South_Korea_%28logo%29.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),South Korea
spain,crest,File:Spain national football team crest.svg,https://upload.wikimedia.org/wikipedia/en/3/39/Spain_national_football_team_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Spain
sporting-cp,crest,File:Sporting Clube de Portugal logo (2026).svg,https://upload.wikimedia.org/wikipedia/en/9/97/Sporting_Clube_de_Portugal_logo_%282026%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Sporting CP
sporting-cp,kit-away,File:Kit body scp2627a.png,https://upload.wikimedia.org/wikipedia/commons/3/30/Kit_body_scp2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sporting CP
sporting-cp,kit-home,File:Kit body scp2627h.png,https://upload.wikimedia.org/wikipedia/commons/a/a1/Kit_body_scp2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Sporting CP
sporting-kansas-city,crest,File:Sporting Kansas City logo.svg,https://upload.wikimedia.org/wikipedia/commons/0/09/Sporting_Kansas_City_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Sporting Kansas City
sporting-kansas-city,kit-home,File:Kit body MUNDIAL WHITE.png,https://upload.wikimedia.org/wikipedia/commons/e/e6/Kit_body_MUNDIAL_WHITE.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Sporting Kansas City
st-louis-cardinals,crest,File:St. Louis Cardinals logo.svg,https://upload.wikimedia.org/wikipedia/en/9/9d/St._Louis_Cardinals_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),St. Louis Cardinals
st-louis-city,crest,File:Logo of St. Louis City SC.svg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Logo_of_St._Louis_City_SC.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,St. Louis City SC
st-louis-city,kit-away,File:Kit body stlouis26aA.png,https://upload.wikimedia.org/wikipedia/commons/9/95/Kit_body_stlouis26aA.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,St. Louis City SC
st-louis-city,kit-home,File:Kit body stlouis25h.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/Kit_body_stlouis25h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,St. Louis City SC
stade-brestois-29,crest,File:Stade Brestois 29 logo.svg,https://upload.wikimedia.org/wikipedia/en/0/05/Stade_Brestois_29_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Stade Brestois 29
stade-brestois-29,kit-away,File:Kit body brest2526a.png,https://upload.wikimedia.org/wikipedia/commons/8/8b/Kit_body_brest2526a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Brestois 29
stade-brestois-29,kit-home,File:Kit body brest2526h.png,https://upload.wikimedia.org/wikipedia/commons/9/96/Kit_body_brest2526h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Brestois 29
stade-brestois-29,kit-third,File:Kit body brest2526t.png,https://upload.wikimedia.org/wikipedia/commons/b/b8/Kit_body_brest2526t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Brestois 29
stade-rennais,crest,File:Stade Rennais FC.svg,https://upload.wikimedia.org/wikipedia/en/9/9e/Stade_Rennais_FC.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Stade Rennais FC
stade-rennais,kit-away,File:Kit body rennes2627a.png,https://upload.wikimedia.org/wikipedia/commons/e/ee/Kit_body_rennes2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Rennais FC
stade-rennais,kit-home,File:Kit body rennes2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/25/Kit_body_rennes2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Rennais FC
stade-rennais,kit-third,File:Kit body rennes2627t.png,https://upload.wikimedia.org/wikipedia/commons/3/3b/Kit_body_rennes2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Stade Rennais FC
sunderland,crest,File:SunderlandBridges.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/SunderlandBridges.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Sunderland
sv-elversberg,crest,File:SV Elversberg Logo 2021.svg,https://upload.wikimedia.org/wikipedia/commons/d/d4/SV_Elversberg_Logo_2021.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,SV Elversberg
sv-elversberg,kit-away,File:Kit body elversberg2627a.png,https://upload.wikimedia.org/wikipedia/commons/a/ad/Kit_body_elversberg2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Elversberg
sv-elversberg,kit-home,File:Kit body elvesberg2627h.png,https://upload.wikimedia.org/wikipedia/commons/7/78/Kit_body_elvesberg2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Elversberg
sv-elversberg,kit-third,File:Kit body elversberg2627t.png,https://upload.wikimedia.org/wikipedia/commons/0/0d/Kit_body_elversberg2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,SV Elversberg
sweden,crest,File:Mittuniversitetet Logo.svg,https://upload.wikimedia.org/wikipedia/en/a/ab/Mittuniversitetet_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Sweden
switzerland,crest,File:Servette FC crest.svg,https://upload.wikimedia.org/wikipedia/en/f/f4/Servette_FC_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Switzerland
tampa-bay-buccaneers,crest,File:Tampa Bay Buccaneers logo.svg,https://upload.wikimedia.org/wikipedia/en/a/a2/Tampa_Bay_Buccaneers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Tampa Bay Buccaneers
tampa-bay-rays,crest,File:Tampa Bay Rays Logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/55/Tampa_Bay_Rays_Logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Tampa Bay Rays
